,Label,FileName,Score,left,top,Width,Height
3661,cloudSign,MC2-Image-Data/Person25/Person25_14.jpg,0.29023000000000004,1748,807,1344,1573
3662,eyeball,MC2-Image-Data/Person25/Person25_14.jpg,0.38650999999999996,1560,1321,1264,615
3663,pinkCandle,MC2-Image-Data/Person25/Person25_14.jpg,0.43301999999999996,1398,111,323,908
3664,redWhistle,MC2-Image-Data/Person25/Person25_14.jpg,0.33732,1519,1240,1264,1160
3665,sign,MC2-Image-Data/Person25/Person25_14.jpg,0.58192,861,11,1465,1815
3666,lavenderDie,MC2-Image-Data/Person25/Person25_14.jpg,0.30834,1909,1381,484,464
3667,cloudSign,MC2-Image-Data/Person25/Person25_15.jpg,0.50641,1519,1301,1277,1472
3668,eyeball,MC2-Image-Data/Person25/Person25_15.jpg,0.31881,2339,2117,780,716
3669,pinkCandle,MC2-Image-Data/Person25/Person25_15.jpg,0.29995,2205,1230,484,1200
3670,redWhistle,MC2-Image-Data/Person25/Person25_15.jpg,0.30889,1721,1563,1412,1371
3671,sign,MC2-Image-Data/Person25/Person25_15.jpg,0.5768,242,11,1519,2289
3672,blueSunglasses,MC2-Image-Data/Person25/Person25_15.jpg,0.36613,1828,2037,1237,424
3673,stickerBox,MC2-Image-Data/Person25/Person25_15.jpg,0.5361100000000001,2043,1472,793,1170
3674,yellowBag,MC2-Image-Data/Person25/Person25_15.jpg,0.31719,2030,11,2016,2077
3675,birdCall,MC2-Image-Data/Person22/Person22_6.jpg,0.28633000000000003,958,81,1301,2339
3676,pumpkinNotes,MC2-Image-Data/Person22/Person22_6.jpg,0.36175999999999997,787,229,1271,1560
3677,blueSunglasses,MC2-Image-Data/Person22/Person22_6.jpg,0.28812,938,81,948,659
3678,birdCall,MC2-Image-Data/Person22/Person22_7.jpg,0.39213000000000003,1143,958,1452,1704
3679,cloudSign,MC2-Image-Data/Person22/Person22_7.jpg,0.41173000000000004,1707,263,847,1381
3680,eyeball,MC2-Image-Data/Person22/Person22_7.jpg,0.29741,726,1069,1089,676
3681,pinkCandle,MC2-Image-Data/Person22/Person22_7.jpg,0.3366,1371,1331,417,998
3682,sign,MC2-Image-Data/Person22/Person22_7.jpg,0.3933,1089,888,1008,2148
3683,lavenderDie,MC2-Image-Data/Person22/Person22_7.jpg,0.27196,1103,1361,350,424
3684,birdCall,MC2-Image-Data/Person22/Person22_5.jpg,0.4811,2594,777,1452,1654
3685,cloudSign,MC2-Image-Data/Person22/Person22_5.jpg,0.33546,578,353,874,1160
3686,eyeball,MC2-Image-Data/Person22/Person22_5.jpg,0.46657,3240,1059,699,696
3687,metalKey,MC2-Image-Data/Person22/Person22_5.jpg,0.37716,2554,837,1492,1129
3688,pinkCandle,MC2-Image-Data/Person22/Person22_5.jpg,0.32882,525,716,390,928
3689,pumpkinNotes,MC2-Image-Data/Person22/Person22_5.jpg,0.27255,2097,595,1855,2016
3690,redWhistle,MC2-Image-Data/Person22/Person22_5.jpg,0.35207,377,414,1197,1492
3691,blueSunglasses,MC2-Image-Data/Person22/Person22_5.jpg,0.35623,2796,1371,1022,464
3692,hairClip,MC2-Image-Data/Person22/Person22_5.jpg,0.37455,242,595,1008,1230
3693,stickerBox,MC2-Image-Data/Person22/Person22_5.jpg,0.5513600000000001,726,625,552,716
3694,birdCall,MC2-Image-Data/Person22/Person22_4.jpg,0.44298999999999994,958,1089,1341,2151
3695,cloudSign,MC2-Image-Data/Person22/Person22_4.jpg,0.44142,1714,1694,615,1398
3696,eyeball,MC2-Image-Data/Person22/Person22_4.jpg,0.2513,1805,1667,847,1049
3697,metalKey,MC2-Image-Data/Person22/Person22_4.jpg,0.36273,938,807,1351,1546
3698,sign,MC2-Image-Data/Person22/Person22_1.jpg,0.29418,3024,11,592,1684
3699,blueSunglasses,MC2-Image-Data/Person22/Person22_1.jpg,0.35965,175,1019,1076,313
3700,lavenderDie,MC2-Image-Data/Person22/Person22_1.jpg,0.30319,1922,787,431,363
3701,birdCall,MC2-Image-Data/Person22/Person22_3.jpg,0.30994,108,313,1788,2148
3702,cloudSign,MC2-Image-Data/Person22/Person22_3.jpg,0.33374000000000004,2541,595,928,1150
3703,eyeball,MC2-Image-Data/Person22/Person22_3.jpg,0.30039,2366,464,1318,615
3704,pinkCandle,MC2-Image-Data/Person22/Person22_3.jpg,0.41003,1412,101,336,928
3705,pumpkinNotes,MC2-Image-Data/Person22/Person22_3.jpg,0.27198,310,736,1412,1744
3706,redWhistle,MC2-Image-Data/Person22/Person22_3.jpg,0.50184,1801,1119,1250,958
3707,sign,MC2-Image-Data/Person22/Person22_3.jpg,0.3062,14,1815,861,1220
3708,hairClip,MC2-Image-Data/Person22/Person22_3.jpg,0.27376,2473,394,1103,1190
3709,lavenderDie,MC2-Image-Data/Person22/Person22_3.jpg,0.43206999999999995,2742,958,511,424
3710,cloudSign,MC2-Image-Data/Person22/Person22_2.jpg,0.30243000000000003,1099,189,625,1573
3711,eyeball,MC2-Image-Data/Person22/Person22_2.jpg,0.39193,827,68,746,740
3712,yellowBag,MC2-Image-Data/Person22/Person22_2.jpg,0.26052,1885,14,1150,2635
3713,eyeball,MC2-Image-Data/Person22/Person22_8.jpg,0.29339,1200,14,807,968
3714,hairClip,MC2-Image-Data/Person22/Person22_8.jpg,0.4162,515,1129,898,1560
3715,eyeball,MC2-Image-Data/Person9/Person9_8.jpg,0.4456,471,817,1103,797
3716,pumpkinNotes,MC2-Image-Data/Person9/Person9_8.jpg,0.29717,1963,464,1560,1462
3717,redWhistle,MC2-Image-Data/Person9/Person9_8.jpg,0.34931999999999996,14,494,1210,1361
3718,trophy,MC2-Image-Data/Person9/Person9_8.jpg,0.3615,2258,605,1533,1613
3719,blueSunglasses,MC2-Image-Data/Person9/Person9_8.jpg,0.60256,2245,827,1573,706
3720,hairClip,MC2-Image-Data/Person9/Person9_8.jpg,0.43418999999999996,2205,646,1062,1140
3721,yellowBag,MC2-Image-Data/Person9/Person9_8.jpg,0.38954,14,11,2621,1523
3722,birdCall,MC2-Image-Data/Person9/Person9_9.jpg,0.44903000000000004,753,434,1680,2319
3723,eyeball,MC2-Image-Data/Person9/Person9_9.jpg,0.25527,847,595,914,767
3724,blueSunglasses,MC2-Image-Data/Person9/Person9_9.jpg,0.36896999999999996,1385,1432,928,384
3725,redWhistle,MC2-Image-Data/Person9/Person9_18.jpg,0.32866999999999996,390,1200,1183,1230
3726,lavenderDie,MC2-Image-Data/Person9/Person9_18.jpg,0.5576,2232,1613,377,414
3727,yellowBag,MC2-Image-Data/Person9/Person9_18.jpg,0.46161,605,11,2527,1916
3728,cloudSign,MC2-Image-Data/Person9/Person9_24.jpg,0.25196,1371,2406,474,1129
3729,yellowBag,MC2-Image-Data/Person9/Person9_24.jpg,0.31190999999999997,434,336,1492,2460
3730,birdCall,MC2-Image-Data/Person9/Person9_25.jpg,0.32656999999999997,525,595,2097,2430
3731,cloudSign,MC2-Image-Data/Person9/Person9_25.jpg,0.28524,2406,1059,1183,1512
3732,eyeball,MC2-Image-Data/Person9/Person9_25.jpg,0.30877,847,525,901,908
3733,trophy,MC2-Image-Data/Person9/Person9_25.jpg,0.25217,1882,555,1694,1714
3734,blueSunglasses,MC2-Image-Data/Person9/Person9_25.jpg,0.54664,1103,746,2111,888
3735,hairClip,MC2-Image-Data/Person9/Person9_25.jpg,0.50877,2366,888,1277,1079
3736,lavenderDie,MC2-Image-Data/Person9/Person9_19.jpg,0.4818,793,1371,417,494
3737,yellowBag,MC2-Image-Data/Person9/Person9_19.jpg,0.38786,767,11,2245,1734
3738,birdCall,MC2-Image-Data/Person9/Person9_26.jpg,0.26484,2433,1442,1613,1593
3739,eyeball,MC2-Image-Data/Person9/Person9_26.jpg,0.36788000000000004,1371,404,955,696
3740,pumpkinNotes,MC2-Image-Data/Person9/Person9_26.jpg,0.40967,1076,434,1627,1452
3741,redWhistle,MC2-Image-Data/Person9/Person9_26.jpg,0.37206,2124,323,1224,1250
3742,blueSunglasses,MC2-Image-Data/Person9/Person9_26.jpg,0.40537,2406,1795,1640,938
3743,stickerBox,MC2-Image-Data/Person9/Person9_26.jpg,0.27771,2675,1492,1264,1543
3744,eyeball,MC2-Image-Data/Person9/Person9_22.jpg,0.33778,1180,2003,898,874
3745,pinkCandle,MC2-Image-Data/Person9/Person9_22.jpg,0.32595,1502,1627,232,1035
3746,eyeball,MC2-Image-Data/Person9/Person9_23.jpg,0.36908,1190,1479,827,740
3747,yellowBag,MC2-Image-Data/Person9/Person9_23.jpg,0.40703,1805,552,1230,3199
3748,birdCall,MC2-Image-Data/Person9/Person9_21.jpg,0.37179,1482,1721,1160,1976
3749,pinkCandle,MC2-Image-Data/Person9/Person9_21.jpg,0.25904,1956,1909,182,1089
3750,birdCall,MC2-Image-Data/Person9/Person9_20.jpg,0.25251999999999997,1264,192,1224,1543
3751,cloudSign,MC2-Image-Data/Person9/Person9_20.jpg,0.34499,1277,636,1116,1049
3752,eyeball,MC2-Image-Data/Person9/Person9_20.jpg,0.25687,2890,958,847,454
3753,metalKey,MC2-Image-Data/Person9/Person9_20.jpg,0.2645,1721,525,1465,898
3754,redWhistle,MC2-Image-Data/Person9/Person9_20.jpg,0.31121,2070,988,1291,1220
3755,blueSunglasses,MC2-Image-Data/Person9/Person9_20.jpg,0.3175,1385,978,1546,414
3756,cloudSign,MC2-Image-Data/Person9/Person9_11.jpg,0.31064,2232,81,955,867
3757,eyeball,MC2-Image-Data/Person9/Person9_11.jpg,0.45028,1667,232,995,625
3758,metalKey,MC2-Image-Data/Person9/Person9_11.jpg,0.30572,1990,293,1492,898
3759,pinkCandle,MC2-Image-Data/Person9/Person9_11.jpg,0.47533000000000003,2809,363,404,797
3760,sign,MC2-Image-Data/Person9/Person9_11.jpg,0.30365,1788,11,767,2420
3761,yellowBag,MC2-Image-Data/Person9/Person9_11.jpg,0.32456999999999997,336,978,2473,2057
3762,eyeball,MC2-Image-Data/Person9/Person9_10.jpg,0.25376,1022,11,1103,837
3763,pumpkinNotes,MC2-Image-Data/Person9/Person9_10.jpg,0.27595,1156,837,1492,1533
3764,sign,MC2-Image-Data/Person9/Person9_10.jpg,0.3451,592,323,834,2541
3765,blueSunglasses,MC2-Image-Data/Person9/Person9_10.jpg,0.37861,1465,1079,1358,646
3766,pumpkinNotes,MC2-Image-Data/Person9/Person9_12.jpg,0.59004,955,11,1855,1976
3767,yellowBag,MC2-Image-Data/Person9/Person9_12.jpg,0.25382,767,11,2218,1885
3768,birdCall,MC2-Image-Data/Person9/Person9_13.jpg,0.29251,1963,1230,1506,1805
3769,cloudSign,MC2-Image-Data/Person9/Person9_13.jpg,0.28379,2675,293,672,1271
3770,pumpkinNotes,MC2-Image-Data/Person9/Person9_13.jpg,0.32199,2554,373,1439,1603
3771,blueSunglasses,MC2-Image-Data/Person9/Person9_13.jpg,0.2603,2460,1029,1116,313
3772,pinkCandle,MC2-Image-Data/Person9/Person9_17.jpg,0.27096,2272,666,336,1008
3773,redWhistle,MC2-Image-Data/Person9/Person9_17.jpg,0.5494899999999999,377,938,1170,1331
3774,yellowBalloon,MC2-Image-Data/Person9/Person9_17.jpg,0.25336,1035,11,1654,1694
3775,lavenderDie,MC2-Image-Data/Person9/Person9_17.jpg,0.32342,807,1220,363,353
3776,yellowBag,MC2-Image-Data/Person9/Person9_17.jpg,0.41853999999999997,767,11,2218,1654
3777,canadaPencil,MC2-Image-Data/Person9/Person9_16.jpg,0.27613000000000004,901,615,1963,1936
3778,eyeball,MC2-Image-Data/Person9/Person9_16.jpg,0.35816,619,1271,820,716
3779,pumpkinNotes,MC2-Image-Data/Person9/Person9_16.jpg,0.27675,2003,666,1465,1906
3780,blueSunglasses,MC2-Image-Data/Person9/Person9_16.jpg,0.54266,874,898,1990,1019
3781,hairClip,MC2-Image-Data/Person9/Person9_16.jpg,0.36489,2016,988,1465,1311
3782,birdCall,MC2-Image-Data/Person9/Person9_14.jpg,0.25522,1573,1281,1721,1754
3783,cloudSign,MC2-Image-Data/Person9/Person9_14.jpg,0.28126,2621,323,767,1230
3784,blueSunglasses,MC2-Image-Data/Person9/Person9_14.jpg,0.30125,2500,847,1035,242
3785,hairClip,MC2-Image-Data/Person9/Person9_14.jpg,0.33884000000000003,2715,605,1197,1190
3786,birdCall,MC2-Image-Data/Person9/Person9_15.jpg,0.35289,14,1875,1412,1160
3787,blueSunglasses,MC2-Image-Data/Person9/Person9_15.jpg,0.26091,552,2319,914,333
3788,lavenderDie,MC2-Image-Data/Person9/Person9_15.jpg,0.29967,780,2248,417,444
3789,yellowBag,MC2-Image-Data/Person9/Person9_15.jpg,0.5405800000000001,14,11,2729,2430
3790,birdCall,MC2-Image-Data/Person9/Person9_1.jpg,0.43198000000000003,1106,692,2662,1798
3791,cloudSign,MC2-Image-Data/Person9/Person9_1.jpg,0.35588000000000003,1832,623,1106,1406
3792,cupcakePaper,MC2-Image-Data/Person9/Person9_1.jpg,0.29248,1780,876,1279,1510
3793,eyeball,MC2-Image-Data/Person9/Person9_1.jpg,0.29631,2230,1095,1037,1003
3794,pumpkinNotes,MC2-Image-Data/Person9/Person9_1.jpg,0.55476,934,369,2955,2443
3795,blueSunglasses,MC2-Image-Data/Person9/Person9_1.jpg,0.2865,1711,1602,1435,450
3796,lavenderDie,MC2-Image-Data/Person9/Person9_1.jpg,0.26953,3595,2869,484,415
3797,stickerBox,MC2-Image-Data/Person9/Person9_1.jpg,0.8143600000000001,1296,404,2247,2408
3798,canadaPencil,MC2-Image-Data/Person9/Person9_2.jpg,0.42595,525,333,2715,1684
3799,cloudSign,MC2-Image-Data/Person9/Person9_2.jpg,0.25419,2258,585,914,1160
3800,eyeball,MC2-Image-Data/Person9/Person9_2.jpg,0.30348,2957,938,686,525
3801,metalKey,MC2-Image-Data/Person9/Person9_2.jpg,0.6644399999999999,955,525,1828,1321
3802,pinkCandle,MC2-Image-Data/Person9/Person9_2.jpg,0.35491,1909,928,498,958
3803,sign,MC2-Image-Data/Person9/Person9_2.jpg,0.38661,1291,121,1721,2520
3804,blueSunglasses,MC2-Image-Data/Person9/Person9_2.jpg,0.38188,2178,1170,1103,444
3805,hairClip,MC2-Image-Data/Person9/Person9_2.jpg,0.46597,2272,938,928,968
3806,yellowBag,MC2-Image-Data/Person9/Person9_2.jpg,0.31834,27,888,2541,2148
3807,eyeball,MC2-Image-Data/Person9/Person9_3.jpg,0.26679,95,948,1237,898
3808,redWhistle,MC2-Image-Data/Person9/Person9_3.jpg,0.7227100000000001,1129,736,1412,1311
3809,lavenderDie,MC2-Image-Data/Person9/Person9_3.jpg,0.5071100000000001,498,1402,363,404
3810,yellowBag,MC2-Image-Data/Person9/Person9_3.jpg,0.42305,41,11,2487,1472
3811,eyeball,MC2-Image-Data/Person9/Person9_7.jpg,0.32503000000000004,1170,867,888,625
3812,pumpkinNotes,MC2-Image-Data/Person9/Person9_7.jpg,0.28678000000000003,1586,1119,1761,1835
3813,blueSunglasses,MC2-Image-Data/Person9/Person9_7.jpg,0.59368,1439,636,2016,1109
3814,yellowBag,MC2-Image-Data/Person9/Person9_7.jpg,0.42648,14,11,1694,2400
3815,eyeball,MC2-Image-Data/Person9/Person9_6.jpg,0.40166999999999997,1775,202,753,666
3816,blueSunglasses,MC2-Image-Data/Person9/Person9_6.jpg,0.39308000000000004,1385,101,995,434
3817,pinkCandle,MC2-Image-Data/Person9/Person9_4.jpg,0.41163999999999995,2514,686,390,988
3818,redWhistle,MC2-Image-Data/Person9/Person9_4.jpg,0.3711,1828,1502,1264,1079
3819,yellowBag,MC2-Image-Data/Person9/Person9_4.jpg,0.45879,659,11,2420,1986
3820,birdCall,MC2-Image-Data/Person9/Person9_5.jpg,0.32993,1331,1069,1627,1512
3821,pinkCandle,MC2-Image-Data/Person9/Person9_5.jpg,0.6486,1976,464,377,968
3822,sign,MC2-Image-Data/Person9/Person9_5.jpg,0.65481,1842,11,659,1926
3823,yellowBag,MC2-Image-Data/Person9/Person9_5.jpg,0.56726,14,11,2258,2027
3824,cupcakePaper,MC2-Image-Data/Person7/Person7_7.jpg,0.32101,1156,1089,2057,1936
3825,paperPlate,MC2-Image-Data/Person7/Person7_7.jpg,0.35425,511,686,3253,2349
3826,pumpkinNotes,MC2-Image-Data/Person7/Person7_7.jpg,0.36627,1250,525,1815,2188
3827,yellowBalloon,MC2-Image-Data/Person7/Person7_7.jpg,0.41339,1143,1109,1963,1926
3828,blueSunglasses,MC2-Image-Data/Person7/Person7_7.jpg,0.28058,1237,2188,1277,575
3829,cloudSign,MC2-Image-Data/Person7/Person7_6.jpg,0.34545,1627,31,377,454
3830,cupcakePaper,MC2-Image-Data/Person7/Person7_6.jpg,0.25863,1869,494,1748,1825
3831,sign,MC2-Image-Data/Person7/Person7_6.jpg,0.30106,1949,11,417,2127
3832,cloudSign,MC2-Image-Data/Person7/Person7_4.jpg,0.25658000000000003,1008,716,1116,1311
3833,eyeball,MC2-Image-Data/Person7/Person7_4.jpg,0.25179,1775,817,767,746
3834,metalKey,MC2-Image-Data/Person7/Person7_4.jpg,0.46651000000000004,1385,525,1533,1321
3835,sign,MC2-Image-Data/Person7/Person7_4.jpg,0.6358199999999999,914,716,1318,2319
3836,blueSunglasses,MC2-Image-Data/Person7/Person7_4.jpg,0.46863,1318,746,1694,867
3837,yellowBag,MC2-Image-Data/Person7/Person7_4.jpg,0.26185,14,787,1277,2047
3838,cupcakePaper,MC2-Image-Data/Person7/Person7_5.jpg,0.38669000000000003,1156,1835,1452,1200
3839,eyeball,MC2-Image-Data/Person7/Person7_5.jpg,0.3249,242,1291,914,676
3840,sign,MC2-Image-Data/Person7/Person7_5.jpg,0.28844000000000003,3092,132,955,2510
3841,blueSunglasses,MC2-Image-Data/Person7/Person7_5.jpg,0.60701,767,1361,1640,948
3842,birdCall,MC2-Image-Data/Person7/Person7_1.jpg,0.30644,1492,1281,1291,1492
3843,cloudSign,MC2-Image-Data/Person7/Person7_1.jpg,0.43995,1479,1321,1318,1422
3844,eyeball,MC2-Image-Data/Person7/Person7_1.jpg,0.33147,1291,1533,1197,625
3845,metalKey,MC2-Image-Data/Person7/Person7_1.jpg,0.4164,1627,1170,1640,1331
3846,pinkCandle,MC2-Image-Data/Person7/Person7_1.jpg,0.47135,1963,1502,363,1089
3847,sign,MC2-Image-Data/Person7/Person7_1.jpg,0.29959,1667,817,1586,2218
3848,cloudSign,MC2-Image-Data/Person7/Person7_2.jpg,0.25952,1667,1815,1008,1220
3849,eyeball,MC2-Image-Data/Person7/Person7_2.jpg,0.35864,1291,1855,1143,847
3850,pinkCandle,MC2-Image-Data/Person7/Person7_2.jpg,0.26411,1506,2097,189,938
3851,redWhistle,MC2-Image-Data/Person7/Person7_2.jpg,0.44333,834,2117,1479,918
3852,sign,MC2-Image-Data/Person7/Person7_2.jpg,0.4489,525,11,982,2783
3853,blueSunglasses,MC2-Image-Data/Person7/Person7_2.jpg,0.25253000000000003,686,192,1788,686
3854,hairClip,MC2-Image-Data/Person7/Person7_2.jpg,0.66699,619,1422,1358,1301
3855,eyeball,MC2-Image-Data/Person7/Person7_3.jpg,0.26256999999999997,310,1492,780,696
3856,sign,MC2-Image-Data/Person7/Person7_3.jpg,0.43138000000000004,820,1260,2111,1775
3857,silverStraw,MC2-Image-Data/Person7/Person7_3.jpg,0.41321,847,11,2608,1291
3858,lavenderDie,MC2-Image-Data/Person7/Person7_3.jpg,0.71409,1922,1603,444,494
3859,birdCall,MC2-Image-Data/Person7/Person7_14.jpg,0.2983,2460,1190,1116,1271
3860,canadaPencil,MC2-Image-Data/Person7/Person7_14.jpg,0.4634,14,394,2635,1936
3861,cloudSign,MC2-Image-Data/Person7/Person7_14.jpg,0.3325,2205,1392,1035,847
3862,eyeball,MC2-Image-Data/Person7/Person7_14.jpg,0.46066999999999997,2124,1392,1183,918
3863,metalKey,MC2-Image-Data/Person7/Person7_14.jpg,0.5523899999999999,1922,1291,1613,1079
3864,sign,MC2-Image-Data/Person7/Person7_14.jpg,0.39274000000000003,2514,1089,1022,1946
3865,blueSunglasses,MC2-Image-Data/Person7/Person7_14.jpg,0.43353,2500,1623,1076,414
3866,cloudSign,MC2-Image-Data/Person7/Person7_15.jpg,0.29424,820,686,1465,1402
3867,sign,MC2-Image-Data/Person7/Person7_15.jpg,0.47526999999999997,1331,888,1076,2148
3868,birdCall,MC2-Image-Data/Person7/Person7_17.jpg,0.30303,767,1331,1600,1704
3869,cloudSign,MC2-Image-Data/Person7/Person7_17.jpg,0.37483,2460,11,1116,1502
3870,eyeball,MC2-Image-Data/Person7/Person7_17.jpg,0.31658000000000003,1277,1926,1116,676
3871,metalKey,MC2-Image-Data/Person7/Person7_17.jpg,0.2887,874,11,1990,1291
3872,pinkCandle,MC2-Image-Data/Person7/Person7_17.jpg,0.33394,457,1392,511,1351
3873,redWhistle,MC2-Image-Data/Person7/Person7_17.jpg,0.46812,1237,1785,1183,1250
3874,sign,MC2-Image-Data/Person7/Person7_17.jpg,0.6197699999999999,148,585,1170,2450
3875,blueSunglasses,MC2-Image-Data/Person7/Person7_17.jpg,0.28049,2487,565,1076,353
3876,yellowBag,MC2-Image-Data/Person7/Person7_17.jpg,0.2911,1936,1160,2111,1875
3877,sign,MC2-Image-Data/Person7/Person7_16.jpg,0.6425,726,11,1129,2087
3878,lavenderDie,MC2-Image-Data/Person7/Person7_16.jpg,0.65381,1976,1412,363,414
3879,birdCall,MC2-Image-Data/Person7/Person7_12.jpg,0.5139100000000001,1344,363,1654,1613
3880,cloudSign,MC2-Image-Data/Person7/Person7_12.jpg,0.47202,1170,938,1976,1341
3881,eyeball,MC2-Image-Data/Person7/Person7_12.jpg,0.36177,1788,182,726,736
3882,metalKey,MC2-Image-Data/Person7/Person7_12.jpg,0.43701999999999996,780,252,1600,1432
3883,pinkCandle,MC2-Image-Data/Person7/Person7_12.jpg,0.3613,2500,857,457,1109
3884,pumpkinNotes,MC2-Image-Data/Person7/Person7_12.jpg,0.303,1156,464,1976,1825
3885,sign,MC2-Image-Data/Person7/Person7_12.jpg,0.30175,1318,1654,1103,1381
3886,blueSunglasses,MC2-Image-Data/Person7/Person7_12.jpg,0.40226,1076,847,1573,666
3887,hairClip,MC2-Image-Data/Person7/Person7_12.jpg,0.31451999999999997,1882,1079,1116,1109
3888,lavenderDie,MC2-Image-Data/Person7/Person7_12.jpg,0.31108,1680,313,336,434
3889,stickerBox,MC2-Image-Data/Person7/Person7_12.jpg,0.41453999999999996,1680,716,982,1371
3890,cloudSign,MC2-Image-Data/Person7/Person7_13.jpg,0.37114,2635,1190,1358,1271
3891,cupcakePaper,MC2-Image-Data/Person7/Person7_13.jpg,0.27655,1264,41,1801,1865
3892,partyFavor,MC2-Image-Data/Person7/Person7_13.jpg,0.25878,2151,11,1734,1351
3893,sign,MC2-Image-Data/Person7/Person7_13.jpg,0.38128,1963,11,968,1936
3894,hairClip,MC2-Image-Data/Person7/Person7_13.jpg,0.26673,2527,1714,968,1119
3895,cloudSign,MC2-Image-Data/Person7/Person7_11.jpg,0.25851999999999997,269,968,861,1260
3896,cupcakePaper,MC2-Image-Data/Person7/Person7_11.jpg,0.33448,2084,898,1882,1875
3897,eyeball,MC2-Image-Data/Person7/Person7_11.jpg,0.25366,1680,1603,928,877
3898,metalKey,MC2-Image-Data/Person7/Person7_11.jpg,0.25625,1922,1170,1654,1754
3899,cloudSign,MC2-Image-Data/Person7/Person7_10.jpg,0.30111,1465,11,1371,1361
3900,eyeball,MC2-Image-Data/Person7/Person7_10.jpg,0.27698,1103,837,914,736
3901,redWhistle,MC2-Image-Data/Person7/Person7_10.jpg,0.85849,14,716,1479,1331
3902,sign,MC2-Image-Data/Person7/Person7_10.jpg,0.45202,2460,11,1129,2097
3903,yellowBag,MC2-Image-Data/Person7/Person7_10.jpg,0.27005999999999997,1116,1210,2675,1825
3904,birdCall,MC2-Image-Data/Person7/Person7_8.jpg,0.25797,121,454,2379,1845
3905,eyeball,MC2-Image-Data/Person7/Person7_8.jpg,0.4634,121,333,1210,847
3906,metalKey,MC2-Image-Data/Person7/Person7_8.jpg,0.2853,820,273,1519,1392
3907,pumpkinNotes,MC2-Image-Data/Person7/Person7_8.jpg,0.44059,471,877,1654,1906
3908,yellowBalloon,MC2-Image-Data/Person7/Person7_8.jpg,0.48466000000000004,81,333,2473,2702
3909,blueSunglasses,MC2-Image-Data/Person7/Person7_8.jpg,0.61751,323,494,1949,968
3910,hairClip,MC2-Image-Data/Person7/Person7_8.jpg,0.2699,1358,605,1022,1190
3911,lavenderDie,MC2-Image-Data/Person7/Person7_8.jpg,0.33343,1640,676,404,605
3912,yellowBag,MC2-Image-Data/Person7/Person7_8.jpg,0.64344,417,736,1801,2188
3913,birdCall,MC2-Image-Data/Person7/Person7_9.jpg,0.45133,2554,1049,1479,1533
3914,cloudSign,MC2-Image-Data/Person7/Person7_9.jpg,0.31538,1546,605,1224,1109
3915,cupcakePaper,MC2-Image-Data/Person7/Person7_9.jpg,0.32465,686,1250,1788,1785
3916,eyeball,MC2-Image-Data/Person7/Person7_9.jpg,0.4596,2043,666,780,666
3917,metalKey,MC2-Image-Data/Person7/Person7_9.jpg,0.42981,1694,444,1506,1492
3918,pumpkinNotes,MC2-Image-Data/Person7/Person7_9.jpg,0.30380999999999997,1586,484,1210,1402
3919,redWhistle,MC2-Image-Data/Person7/Person7_9.jpg,0.74119,2635,1392,1371,1271
3920,sign,MC2-Image-Data/Person7/Person7_9.jpg,0.40034000000000003,1976,898,982,2137
3921,blueSunglasses,MC2-Image-Data/Person7/Person7_9.jpg,0.47317,2016,1129,1452,504
3922,hairClip,MC2-Image-Data/Person7/Person7_9.jpg,0.34428000000000003,1264,615,1264,1180
3923,eyeball,MC2-Image-Data/Person23/Person23_79.jpg,0.29825,1734,1523,807,1049
3924,pumpkinNotes,MC2-Image-Data/Person23/Person23_79.jpg,0.36438000000000004,914,1190,1385,1744
3925,sign,MC2-Image-Data/Person23/Person23_79.jpg,0.29988000000000004,1197,11,1358,1593
3926,hairClip,MC2-Image-Data/Person23/Person23_79.jpg,0.25984,1842,1523,1170,1099
3927,birdCall,MC2-Image-Data/Person23/Person23_51.jpg,0.3683,1613,11,1654,1230
3928,cupcakePaper,MC2-Image-Data/Person23/Person23_51.jpg,0.31314000000000003,14,11,1600,1392
3929,eyeball,MC2-Image-Data/Person23/Person23_51.jpg,0.39209,1318,242,1076,615
3930,blueSunglasses,MC2-Image-Data/Person23/Person23_51.jpg,0.25001999999999996,1775,1442,1304,333
3931,cloudSign,MC2-Image-Data/Person23/Person23_45.jpg,0.3841,2218,1412,982,1240
3932,eyeball,MC2-Image-Data/Person23/Person23_45.jpg,0.30563,2648,1714,713,686
3933,pinkCandle,MC2-Image-Data/Person23/Person23_45.jpg,0.32506,1990,1875,363,1160
3934,sign,MC2-Image-Data/Person23/Person23_45.jpg,0.36988000000000004,1707,1079,901,1956
3935,lavenderDie,MC2-Image-Data/Person23/Person23_45.jpg,0.29308,2487,1573,431,515
3936,yellowBag,MC2-Image-Data/Person23/Person23_45.jpg,0.45356,632,11,2487,1694
3937,eyeball,MC2-Image-Data/Person23/Person23_44.jpg,0.32597,2326,1371,807,545
3938,pinkCandle,MC2-Image-Data/Person23/Person23_44.jpg,0.2797,3334,11,538,908
3939,sign,MC2-Image-Data/Person23/Person23_44.jpg,0.43055,2904,11,1143,1946
3940,lavenderDie,MC2-Image-Data/Person23/Person23_44.jpg,0.46584,3172,2077,256,333
3941,yellowBag,MC2-Image-Data/Person23/Person23_44.jpg,0.30878,14,11,2299,2198
3942,pinkCandle,MC2-Image-Data/Person23/Person23_50.jpg,0.37472,2285,2218,310,817
3943,sign,MC2-Image-Data/Person23/Person23_50.jpg,0.58929,1734,1694,1439,1341
